,Id,ProductId,Summary,Text
10958,10959,B001BIXK7K,Serious Stuff,"If you are looking for a way to get someone that thinks they can eat anything hot this is it.  I purchased Kick Your Ass sauce which was rated 1,000,000 sc.  Put a bunch on a chip and eat it.  Nothing.  No reaction.  The next day Da'Bomb showed up at my door.  Thinking that it's not much worse than the other I put a bunch on a  chip.....Wow pain.  No Joke pain.  Instantly. The first thing in my mind was why did I do that $%^&*(.  This product is something that you can add to a soup or something but don't put anymore than a drop in your mouth at a time.  It is a neat experience to put a drop in your mouth, serious pain for about 30 minutes but any more rips your insides.  This even from a person that heats habaneros by themselves with his food.<br /><br />If you are going to play a joke on someone, just a drop is good.  The braveheart yesterday had to leave work and didn't return to normal for about 5 hours.  I told him only a drop. His quoto is below when I told him what some other people's reactions were when they took a drop.<br /><br />""Tell them my insides are STILL on fuego. I tried on 3 occasions to puke it all up and nothing. I was sitting on the can and decided I'd better pull up my pants in case I passed out on the bathroom floor-that way the person that found me wouldn't have to see me with my pants around my ankles. I took a piss and it felt like razor blades were coming out. I hope you're happy!!""<br /><br />Trust me some fun stuff and the price is much better than the other stuff that pushes the limit."
10989,10990,B00012UXEA,Great gift ideas at Christmas,The dark chocolates were great and the packaging was great for Christmas<br />The tin was something you dont see in America anymore.<br />Perfect to reuse for candy or other things at christmas.
10992,10993,B004N71J7O,Great coffee,"A friend introduced me to Lavazza a few years ago, and I have to say it's one of the nicest coffees I've had. I use it in my stove top espresso maker, and it brews a perfect cup every time. I also use the decaf version, which is also really good for decaf. My only gripe would be that it's neither fair trade or organic."
10995,10996,B001NJI7GQ,Ambrosia.,"My daughter, living and working in DC this summer, introduced me to this product while home for a visit.  She encouraged me to give the plain version (just pure coconut water) a chance first, and by the second container, I understood the amazing qualities of this drink.  I felt so refreshed, hydrated, and healthy!  I later tried the kind with pineapple, which is also delicious, but I think the plain is more effective and purely refreshing when really hot, tired and thirsty, while the sweeter fruit infused version will be amazing as part of a cocktail.  Can't wait for 5:00!"
11039,11040,B0022MH2QE,These are great.,My 26 year old horse Little Joe loves these and they are helping him. I wish they come in bigger bags.
11042,11043,B000BWUFEI,Christmas treat,"I purchased this for Christmas 2011.  I love peppermint bark and like to try a new kind every year.  Its a very special yearly treat for me, so I expect a lot from the product.<br /><br />Pros for Scott's Cakes version:  Good organization and logistics:  the package arrived quickly, the candy was well wrapped in the shipping box and shrink-wrapped in a box of its own.  Candy was in good condition (i.e., no broken pieces) and fresh.<br /><br />This seller's peppermint bark achieves a nice mix of peppermint and white chocolate flavor.  White chocolate gives off a nice mellow tone; it is good quality.  There is no dark chocolate layer to upset the balance of peppermint and white chocolate flavors in one's mouth.  This attracted me to Scott's Cakes.<br /><br />Cons:  The quality of the peppermint pieces in the chocolate was very disappointing.  The ad mentions that the buyer should expect to see pieces of candy cane/peppermint starlight mints mixed with white chocolate.  The photo seems to support this claim, showing robustly sized pieces of candy cane in the bark.  I expected a very crunchy chewing experience, which I think is the hallmark of the best types of peppermint bark.  However, the pieces of peppermint candy are in reality very small; there is no sensation of crispness when taking a bite.  The peppermint candy has a chewy consistency, making it seem more like taffy.  Thus, there is no auditory pleasure in consuming this version of peppermint bark."
11043,11044,B0000VYKXC,Very interesting blend,"I was first reading reviews @ the Starbucks website for this coffee, and it had great reviews, so I though I might give it a try. I went to downtown and bought a bag of whole bean Caffe Verona and boy I am glad I made that decision.<br /><br />Out of the bag, the rich dark brown colors and the aroma punished me of the years I lived without this. A blend of 80% Yukon Blend, an array of Latin American and Indonesian coffees; and, 20% Italian Roast - a blend of Latin American coffees.<br /><br />In the cup the flavor was weak, bold as it smelled it did not seem to have the same score in taste. Light bodyweight with a woody feel to it. The light acidity is topped off with a fruity overtone and bittersweetness.<br /><br />Let me be as bold as to recommend Peet's Arabian Mocha-Java. If you are looking for a Multiblend similar to this, Peet's fixes whatever lacked in Starbuck's Verona. This Mocha-Java is balanced, nutty and smooth. It has excellent acidity, with a slight bite.<br /><br />If you want a closer mix to this than I would mix the Arabian Mocha-Java with Sumatra and you will be very satisfied with its resemblance.<br /><br />There are many coffee drinkers who hate Starbucks because of their corporate culture and popularity. I just like to try anything which looks interesting to me and this caffe Verona is one of the better speciality blends Starbucks has offered.<br /><br />I almost forgot to mention, whole beans always rule . Even if you ground your beans at your nearest cafe or supermarket, the moment the ground coffee comes in contact with the air, the aroma starts to leak. Grind your beans moments before you put it to use, you will see notice the change in taste and aroma when you are drinking it."
11051,11052,B002RU3UNK,Different packaging but that's okay,"The product I received came in a different package than what is pictured but that is fine because it was a little bigger than what I expected. The oil doesnt really have a smell so that is good because I intend to use it in a mixture of oils for my natural hair. The delivery was fast and even arrived a day prior to the scheduled delivery date. I've only used it once so far and mixed it 50/50 with Olive Oil as a hot oil treatment, it wasn't greasy at all and left my hair nice and soft. I gave it 4 stars because I haven't had time to use it enough. I will update this review after I have used it for awhile and can make a better assessment."
11053,11054,B003SSBY60,Tasteless,Do not order this! It has absolutely no taste and was COMPLETELY disappointing!I tried to return the unopened 5 boxes and Amazon would not let me...total bummer and waste of money.
11054,11055,B003M8GSWQ,Dogs Love Them,"These inexpensive little rewards for dogs seem to be a good quality and very palatable.<br /><br />I've had problems pleasing my dogs as far as tasty treats, some snacks are just completely ignored.<br /><br />I've had no problem with my dog accepting these snacks and actually they consume it eagerly and quick, so it passes the taste test.<br /><br />Sergean't's is an established and trusted name in pet care products and this is a fine product your dog will probably love."
